0B	1141.1481
1O	-13.9966

0Be	-301.2953
1F	242.4884

0Be	-202.1894
1H	189.4591

0H	-55.4311
1C	65.4277

0C	1732.9148
1O	27.0173

0Cl	118.5695
1Cl	118.5695

0O	-64.0223
1H	-75.7531

0H	-39.6019
1S	24.7116

0B	370.0763
1H	41.2162
2H	41.2162

0Be	-272.4814
1O	-50.7190
2H	2.8851

0C	89.7506
1H	-44.6523
2H	-44.6523

0C	221.1677
1C	1130.3231
2H	65.5652

0C	322.1126
1H	127.4532
2S	14.4331

0H	-18.5246
1O	-76.2082
2O	-37.8953

0O	-94.2220
1H	-80.6211
2H	-80.6211

0H	-69.7310
1H	-69.7310
2N	36.5473

0C	99.7252
1H	-75.6027
2H	-75.6031
3H	-75.6022

0C	448.9640
1F	268.4623
2F	268.4131
3H	59.9889

0C	-91.1465
1H	219.2324
2H	219.2326
3N	34.3704

0N	54.5091
1H	-88.1374
2H	-88.1371
3H	-88.1372

0P	1194.7962
1H	12.7077
2H	12.7603
3H	12.7520

0C	-26.8191
1C	351.8648
2H	171.8575
3H	108.2695
4H	43.4336

0C	97.5341
3C	-91.5675
1H	-74.1666
2H	-74.1651
4N	16.6566

0C	82.6312
3C	-72.6573
1H	-68.8564
2H	-68.9045
4O	-29.4440

